BuildingType,PrimaryPropertyType,YearBuilt,Neighborhood,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore_imputer,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,LPUT,SLPUT,ENERGYSTARScore
NonResidential,Small- and Mid-Sized Office,1985,north,3,12990,20590,100.0,19.89999962,0.09,Électricité,Medium,Medium,100.0
NonResidential,Warehouse,1977,north,1,0,21936,100.0,5.300000191,0.12,Électricité & GazNaturel,Low,Low,100.0
NonResidential,Other,1969,north,1,0,30160,96.0,39.29999924,1.47,GazNaturel,Medium,Medium,
NonResidential,Mixed Use Property,1909,downtown,11,0,111137,56.0,100.4000015,2.65,GazNaturel & Électricité,Medium,Medium,
NonResidential,Other,1997,delridge,1,0,40189,49.333333333333336,42.59999847,0.94,Électricité & GazNaturel,Low,Low,
NonResidential,Small- and Mid-Sized Office,1988,delridge,2,0,66484,69.0,40.59999847,0.32,Électricité,Medium,Medium,69.0
NonResidential,Small- and Mid-Sized Office,1959,east,3,0,25151,85.0,61.29999924,2.47,Vapeur & Électricité,Medium,Medium,85.0
NonResidential,Hotel,1928,east,6,0,35770,56.0,79.30000305,3.14,GazNaturel,Medium,Medium,56.0
NonResidential,Hotel,1928,east,9,0,48006,85.0,66.30000305,2.11,GazNaturel & Électricité,Medium,Medium,85.0
NonResidential,Mixed Use Property,1960,downtown,2,0,29631,45.333333333333336,156.6999969,4.96,Électricité & GazNaturel,High,High,
NonResidential,Small- and Mid-Sized Office,1989,downtown,2,0,23472,65.66666666666667,70.0,1.98,Électricité & GazNaturel,Medium,Medium,
Nonresidential COS,Small- and Mid-Sized Office,1973,greater duwamish,2,0,21315,34.0,154.8000031,5.19,GazNaturel,Medium,Medium,34.0
NonResidential,Small- and Mid-Sized Office,1984,magnolia / queen anne,4,15812,41298,69.0,61.70000076,0.43,Électricité,Medium,Medium,69.0
NonResidential,Small- and Mid-Sized Office,1979,downtown,3,0,34030,50.0,53.40000153,0.65,Électricité,Medium,Medium,50.0
NonResidential,Restaurant,1902,southwest,2,0,20398,15.666666666666666,468.7000122,16.38,GazNaturel & Électricité,High,High,
NonResidential,Distribution Center,1952,greater duwamish,1,0,41308,7.0,43.40000153,0.93,Électricité & GazNaturel,Low,Low,7.0
NonResidential,Mixed Use Property,1913,downtown,3,0,43878,88.33333333333333,23.39999962,0.12,Électricité,Medium,Medium,
NonResidential,Other,1912,magnolia / queen anne,3,0,34976,87.33333333333333,27.0,0.45,Électricité,Medium,Medium,
NonResidential,Warehouse,1957,magnolia / queen anne,1,0,38255,12.0,30.70000076,0.88,GazNaturel & Électricité,Low,Low,12.0
Campus,Other,1955,magnolia / queen anne,1,0,260241,36.0,138.5,2.17,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1989,lake union,3,0,48924,71.0,76.59999847,1.21,Électricité & GazNaturel,Medium,Medium,71.0
NonResidential,Small- and Mid-Sized Office,1959,lake union,4,18036,32297,88.0,35.0,0.22,Électricité,Medium,Medium,88.0
NonResidential,Small- and Mid-Sized Office,1986,lake union,4,21906,35526,10.666666666666666,77.19999695,0.31,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1969,lake union,3,7956,17956,71.0,40.79999924,0.18,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,2000,lake union,3,21908,35224,73.0,59.20000076,0.24,Électricité,Medium,Medium,73.0
NonResidential,Worship Facility,1957,delridge,2,0,24224,52.0,43.20000076,1.1,Électricité & GazNaturel,Low,Low,52.0
NonResidential,Worship Facility,1963,delridge,1,0,23706,78.0,19.29999924,0.55,GazNaturel & Électricité,Low,Low,78.0
NonResidential,Warehouse,1963,greater duwamish,1,0,31900,2.3333333333333335,61.40000153,0.43,Électricité,Low,Low,
NonResidential,Other,1917,southwest,1,0,49066,61.666666666666664,91.90000153,3.65,GazNaturel,Medium,Medium,
NonResidential,Worship Facility,1952,southwest,3,0,30740,90.66666666666667,46.29999924,1.99,GazNaturel & Électricité,Low,Low,
NonResidential,Supermarket / Grocery Store,1959,southeast,1,0,67450,97.0,66.5,0.83,Électricité,High,High,97.0
NonResidential,Warehouse,1948,magnolia / queen anne,1,0,46970,49.0,18.79999924,0.13,Électricité,Low,Low,
NonResidential,Warehouse,1931,magnolia / queen anne,1,0,47554,69.66666666666667,34.79999924,0.34,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1979,magnolia / queen anne,2,5400,37616,100.0,33.90000153,1.41,GazNaturel,Medium,Medium,100.0
NonResidential,Mixed Use Property,1931,magnolia / queen anne,1,0,24196,75.33333333333333,47.40000153,0.92,Électricité & GazNaturel,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1940,magnolia / queen anne,2,0,20671,98.0,36.09999847,1.2,GazNaturel & Électricité,Medium,Medium,98.0
NonResidential,Warehouse,1927,greater duwamish,1,0,21600,57.0,25.79999924,0.66,Électricité & GazNaturel,Low,Low,57.0
NonResidential,Worship Facility,1977,southwest,1,0,35844,14.0,24.20000076,0.17,Électricité,Low,Low,14.0
NonResidential,Small- and Mid-Sized Office,1916,lake union,3,0,31774,85.0,49.40000153,0.59,Électricité,Medium,Medium,85.0
NonResidential,Warehouse,1953,greater duwamish,1,0,26094,19.0,30.20000076,0.19,Électricité,Low,Low,19.0
NonResidential,Small- and Mid-Sized Office,1983,greater duwamish,2,0,23687,68.0,49.59999847,0.32,Électricité,Medium,Medium,68.0
NonResidential,Small- and Mid-Sized Office,1983,greater duwamish,2,0,24221,20.0,62.20000076,0.41,Électricité,Medium,Medium,20.0
NonResidential,Mixed Use Property,1900,downtown,2,14083,57836,37.0,93.40000153,0.52,Électricité,Medium,Medium,37.0
NonResidential,Small- and Mid-Sized Office,1900,downtown,2,0,32027,54.0,124.9000015,4.01,GazNaturel & Électricité,Medium,Medium,54.0
NonResidential,Small- and Mid-Sized Office,1906,downtown,3,0,32160,54.666666666666664,56.20000076,0.61,Électricité,Medium,Medium,
NonResidential,Other,1992,greater duwamish,3,7572,40264,55.666666666666664,84.19999695,2.29,GazNaturel & Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1914,greater duwamish,3,0,34425,84.0,42.90000153,1.45,Électricité & GazNaturel,Medium,Medium,84.0
NonResidential,Medical Office,1984,southwest,3,12000,28304,5.0,97.59999847,0.34,Électricité,Medium,Medium,5.0
NonResidential,Distribution Center,1990,greater duwamish,1,0,29619,50.0,51.5,1.43,GazNaturel & Électricité,Low,Low,50.0
NonResidential,K-12 School,1922,central,2,0,21592,47.0,79.80000305,2.51,GazNaturel & Électricité,Low,Low,47.0
NonResidential,K-12 School,1931,north,2,0,23923,69.0,36.79999924,0.82,Électricité & GazNaturel,Low,Low,69.0
NonResidential,Small- and Mid-Sized Office,1907,central,3,0,25200,47.0,75.40000153,1.47,Électricité & GazNaturel,Medium,Medium,47.0
NonResidential,Small- and Mid-Sized Office,1963,central,2,0,28296,80.0,48.40000153,0.33,Électricité,Medium,Medium,80.0
NonResidential,Small- and Mid-Sized Office,1999,central,3,0,31357,55.0,68.40000153,0.72,Électricité,Medium,Medium,55.0
NonResidential,Distribution Center,1968,greater duwamish,1,0,160000,94.0,7.199999809,0.05,Électricité,Low,Low,94.0
NonResidential,Warehouse,1960,greater duwamish,1,0,53550,11.0,95.80000305,3.26,GazNaturel & Électricité,Low,Low,11.0
NonResidential,Warehouse,1924,greater duwamish,1,0,38412,62.0,47.90000153,1.75,GazNaturel,Low,Low,62.0
NonResidential,Self-Storage Facility,1930,greater duwamish,1,0,25881,31.666666666666668,23.5,0.15,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1953,greater duwamish,1,0,24291,98.0,31.29999924,0.81,Électricité & GazNaturel,Medium,Medium,98.0
NonResidential,Warehouse,1966,greater duwamish,1,0,36544,5.0,36.59999847,0.24,Électricité,Low,Low,5.0
NonResidential,Warehouse,1949,greater duwamish,1,0,20796,45.333333333333336,75.59999847,2.46,GazNaturel & Électricité,Low,Low,
NonResidential,Distribution Center,1947,greater duwamish,1,0,21349,70.0,33.40000153,0.8,Électricité & GazNaturel,Low,Low,70.0
NonResidential,Warehouse,1936,greater duwamish,1,0,38630,33.0,10.80000019,0.08,Électricité,Low,Low,33.0
NonResidential,Warehouse,1950,greater duwamish,1,0,20724,33.333333333333336,100.5999985,4.02,GazNaturel,Low,Low,
NonResidential,Other,1960,greater duwamish,1,0,24109,3.6666666666666665,196.8999939,1.37,Électricité,Medium,Medium,
NonResidential,Refrigerated Warehouse,1955,greater duwamish,1,0,25375,4.333333333333333,158.3999939,1.12,Électricité,Medium,Medium,
Nonresidential COS,Warehouse,1985,greater duwamish,1,0,22803,78.0,37.70000076,0.94,Électricité & GazNaturel,Low,Low,78.0
Nonresidential COS,Mixed Use Property,1985,greater duwamish,1,0,23100,18.333333333333332,201.3000031,6.8,GazNaturel & Électricité,Medium,Medium,
NonResidential,Refrigerated Warehouse,1951,greater duwamish,1,0,41550,94.0,15.5,0.11,Électricité,Medium,Medium,94.0
NonResidential,Other,1994,greater duwamish,2,0,54170,40.666666666666664,111.6999969,3.29,GazNaturel & Électricité,Medium,Medium,
NonResidential,K-12 School,1912,southeast,2,0,42252,49.0,61.90000153,2.42,GazNaturel,Low,Low,49.0
NonResidential,Self-Storage Facility,1955,greater duwamish,1,0,23100,46.0,38.40000153,0.6,Électricité,Low,Low,
NonResidential,Worship Facility,1981,southeast,3,0,22895,96.0,22.10000038,0.56,Électricité & GazNaturel,Low,Low,96.0
NonResidential,Self-Storage Facility,2006,northeast,6,7132,41047,79.33333333333333,17.39999962,0.25,Électricité,Low,Low,
NonResidential,Warehouse,1937,greater duwamish,1,0,52325,67.0,17.60000038,0.34,Électricité & GazNaturel,Low,Low,67.0
NonResidential,Other,1920,greater duwamish,4,0,20600,98.33333333333333,15.5,0.47,GazNaturel & Électricité,Medium,Medium,
Campus,Other,1991,greater duwamish,1,0,230971,43.0,96.19999695,1.75,Électricité,Medium,Medium,
NonResidential,Retail Store,1944,greater duwamish,1,0,25880,100.0,6.300000191,0.04,Électricité,Medium,Medium,100.0
NonResidential,Warehouse,1960,greater duwamish,1,0,45842,99.0,11.80000019,0.27,Électricité,Low,Low,99.0
NonResidential,Other,1972,greater duwamish,1,0,31365,65.66666666666667,21.60000038,0.16,Électricité,Medium,Medium,
NonResidential,Other,1910,greater duwamish,1,0,32100,95.66666666666667,28.20000076,0.8,GazNaturel & Électricité,Medium,Medium,
NonResidential,Warehouse,1966,greater duwamish,1,0,20520,20.0,62.59999847,1.99,GazNaturel & Électricité,Low,Low,20.0
NonResidential,Warehouse,1945,greater duwamish,1,0,22972,12.0,23.5,0.15,Électricité,Low,Low,12.0
NonResidential,Warehouse,1953,greater duwamish,1,0,24990,80.0,17.0,0.35,Électricité,Low,Low,80.0
NonResidential,Retail Store,1951,greater duwamish,2,0,24000,78.33333333333333,54.29999924,1.71,GazNaturel & Électricité,Medium,Medium,
NonResidential,Warehouse,1963,greater duwamish,1,0,100386,55.666666666666664,40.5,0.96,Électricité & GazNaturel,Low,Low,
NonResidential,Distribution Center,1966,greater duwamish,1,0,24354,10.0,30.20000076,0.71,Électricité & GazNaturel,Low,Low,10.0
NonResidential,Distribution Center,1959,greater duwamish,1,0,33600,58.0,27.29999924,0.46,Électricité,Low,Low,58.0
NonResidential,Other,1974,greater duwamish,1,0,20819,84.0,90.90000153,2.46,GazNaturel & Électricité,Medium,Medium,
NonResidential,Warehouse,1967,greater duwamish,1,0,23296,59.0,70.40000153,1.72,Électricité & GazNaturel,Low,Low,
NonResidential,Mixed Use Property,1954,greater duwamish,1,0,35222,30.0,53.79999924,1.15,Électricité & GazNaturel,Low,Low,
NonResidential,Refrigerated Warehouse,1957,greater duwamish,1,0,25520,100.0,70.5,2.31,GazNaturel & Électricité,Medium,Medium,100.0
NonResidential,Other,1952,greater duwamish,1,0,25460,30.333333333333332,110.4000015,0.23,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1974,north,2,0,24291,87.0,37.90000153,0.26,Électricité,Medium,Medium,87.0
NonResidential,Retail Store,1958,north,2,0,20738,44.0,25.39999962,0.18,Électricité,Medium,Medium,44.0
NonResidential,Mixed Use Property,2000,north,4,0,30948,76.66666666666667,41.59999847,0.21,Électricité,Medium,Medium,
NonResidential,Medical Office,1986,north,2,7056,21329,1.0,129.0,0.65,Électricité,Medium,Medium,1.0
NonResidential,Warehouse,1978,greater duwamish,1,0,21755,8.666666666666666,47.70000076,0.8,Électricité,Low,Low,
NonResidential,Other,1960,greater duwamish,1,0,27933,3.6666666666666665,219.3999939,1.53,Électricité,Medium,Medium,
NonResidential,Small- and Mid-Sized Office,1983,greater duwamish,1,0,23143,75.0,57.40000153,1.68,GazNaturel & Électricité,Medium,Medium,75.0
NonResidential,Small- and Mid-Sized Office,1962,greater duwamish,1,0,28800,73.0,67.5,2.09,GazNaturel & Électricité,Medium,Medium,73.0
NonResidential,Warehouse,1952,greater duwamish,1,0,39600,85.0,10.19999981,0.07,Électricité,Low,Low,85.0
NonResidential,Warehouse,1952,greater duwamish,1,0,39600,91.0,13.19999981,0.23,Électricité,Low,Low,91.0
NonResidential,Distribution Center,1937,greater duwamish,1,0,41248,37.0,28.5,0.4,Électricité,Low,Low,37.0
NonResidential,Other,2009,greater duwamish,1,0,36400,74.66666666666667,45.0,1.27,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,1920,southwest,1,0,31332,29.0,114.0,0.8,Électricité,Medium,Medium,
NonResidential,Worship Facility,1948,southwest,2,0,35864,75.0,39.20000076,1.22,GazNaturel & Électricité,Low,Low,75.0
NonResidential,Worship Facility,1954,greater duwamish,1,0,20484,69.0,46.90000153,1.87,GazNaturel,Low,Low,69.0
NonResidential,Medical Office,1984,northeast,4,17622,27642,4.0,85.09999847,0.28,Électricité,Medium,Medium,4.0
NonResidential,Medical Office,1987,northeast,4,14576,22356,3.3333333333333335,102.1999969,0.53,Électricité,Medium,Medium,
NonResidential,Other,1973,central,4,0,45082,10.0,98.19999695,2.07,Électricité & GazNaturel,High,High,
NonResidential,Worship Facility,1951,northwest,2,0,41600,58.0,33.09999847,0.74,Électricité & GazNaturel,Low,Low,58.0
NonResidential,Small- and Mid-Sized Office,1960,lake union,2,0,34110,31.0,76.0,0.52,Électricité,Medium,Medium,31.0
NonResidential,Warehouse,1970,greater duwamish,1,0,23750,33.0,25.0,0.15,Électricité,Low,Low,
NonResidential,Warehouse,1970,greater duwamish,1,0,43390,87.0,12.30000019,0.09,Électricité,Low,Low,87.0
NonResidential,Warehouse,1959,greater duwamish,1,0,35400,84.0,11.89999962,0.26,Électricité & GazNaturel,Low,Low,84.0
NonResidential,Distribution Center,1966,greater duwamish,1,0,28144,19.0,30.79999924,0.29,Électricité,Low,Low,19.0
NonResidential,Warehouse,1916,greater duwamish,3,0,71283,41.0,37.20000076,0.61,Électricité,Low,Low,41.0
NonResidential,Warehouse,1989,greater duwamish,1,0,23792,10.333333333333334,118.0999985,0.84,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1979,greater duwamish,2,0,47368,99.0,21.79999924,0.15,Électricité,Medium,Medium,99.0
NonResidential,Mixed Use Property,1931,greater duwamish,1,0,46183,9.666666666666666,41.09999847,0.6,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1984,central,5,22788,49825,84.0,55.29999924,0.58,Électricité,Medium,Medium,84.0
SPS-District K-12,K-12 School,1989,southeast,3,0,51672,97.0,29.5,0.39,Électricité,Low,Low,97.0
Nonresidential COS,Medical Office,1990,southeast,2,11082,27270,36.0,76.69999695,0.38,Électricité,Medium,Medium,36.0
Nonresidential COS,Mixed Use Property,1995,southeast,1,0,28425,66.33333333333333,82.0,2.01,Électricité & GazNaturel,Medium,Medium,
NonResidential,Other,2009,north,3,0,35115,20.333333333333332,58.5,0.91,Électricité,Low,Low,
NonResidential,Mixed Use Property,1972,northwest,1,0,66704,77.0,10.19999981,0.3,GazNaturel & Électricité,Low,Low,
Nonresidential COS,Warehouse,1969,northwest,1,0,25658,47.333333333333336,41.5,0.74,Électricité,Low,Low,
NonResidential,Small- and Mid-Sized Office,1907,east,2,0,36000,95.0,30.20000076,0.5,Électricité,Medium,Medium,95.0
NonResidential,Mixed Use Property,1913,east,1,0,36000,59.0,71.19999695,0.74,Électricité & GazNaturel,Medium,Medium,59.0
NonResidential,Warehouse,1915,east,2,0,43200,38.0,47.70000076,1.14,Électricité & GazNaturel,Low,Low,38.0
NonResidential,Small- and Mid-Sized Office,1913,greater duwamish,4,12870,40970,71.0,70.90000153,0.87,Électricité,Medium,Medium,71.0
NonResidential,Retail Store,1975,greater duwamish,1,0,43794,88.0,29.20000076,0.54,Électricité,Medium,Medium,88.0
NonResidential,Warehouse,1968,greater duwamish,1,0,48280,18.0,64.69999695,1.63,Électricité & GazNaturel,Low,Low,18.0
NonResidential,Distribution Center,1954,greater duwamish,1,0,36040,91.33333333333333,10.80000019,0.21,Électricité & GazNaturel,Low,Low,
NonResidential,Supermarket / Grocery Store,1965,northeast,1,0,32822,42.0,260.7000122,6.7,Électricité & GazNaturel,High,High,42.0
NonResidential,Worship Facility,1950,northeast,2,0,20385,65.0,44.59999847,1.67,GazNaturel,Low,Low,65.0
NonResidential,Worship Facility,1946,northeast,1,0,24295,53.0,9.300000191,0.06,Électricité,Low,Low,53.0
NonResidential,Small- and Mid-Sized Office,1967,northeast,2,0,20317,83.0,31.20000076,0.21,Électricité,Medium,Medium,83.0
NonResidential,Supermarket / Grocery Store,1973,northeast,1,0,24377,6.0,415.7000122,10.68,Électricité & GazNaturel,High,High,6.0
NonResidential,Other,1986,northwest,1,0,33392,19.666666666666668,83.5,0.58,Électricité,Medium,Medium,
NonResidential,Supermarket / Grocery Store,1986,northwest,1,0,45155,6.0,149.1000061,3.51,Électricité & GazNaturel,High,High,6.0
NonResidential,Warehouse,1966,greater duwamish,1,0,32000,3.0,73.0,1.31,Électricité,Low,Low,3.0
NonResidential,Warehouse,1970,greater duwamish,1,0,44000,15.0,108.9000015,3.99,GazNaturel,Low,Low,15.0
NonResidential,Warehouse,1973,greater duwamish,1,0,36000,44.0,90.40000153,3.46,GazNaturel,Low,Low,44.0
NonResidential,Warehouse,1979,greater duwamish,1,0,31360,51.333333333333336,49.09999847,1.38,GazNaturel & Électricité,Low,Low,
NonResidential,Warehouse,1979,greater duwamish,1,0,33320,6.0,74.80000305,1.94,Électricité & GazNaturel,Low,Low,
NonResidential,Warehouse,1979,greater duwamish,1,0,48020,71.0,53.70000076,1.23,Électricité & GazNaturel,Low,Low,71.0
NonResidential,Warehouse,1979,greater duwamish,1,0,27420,55.0,48.09999847,1.42,GazNaturel & Électricité,Low,Low,55.0
NonResidential,K-12 School,1949,northeast,2,0,43645,71.0,63.0,1.95,GazNaturel,Low,Low,71.0
NonResidential,Retail Store,1952,northeast,1,0,26853,68.0,71.40000153,0.8,Électricité,Medium,Medium,68.0
NonResidential,Other,1909,greater duwamish,4,0,44775,95.66666666666667,24.5,0.67,GazNaturel & Électricité,Medium,Medium,
NonResidential,Other,1916,greater duwamish,1,0,27760,45.666666666666664,86.5,4.06,GazNaturel,Medium,Medium,
NonResidential,Other,1937,greater duwamish,1,0,20975,94.0,16.70000076,0.31,Électricité,Medium,Medium,
NonResidential,Other,1918,greater duwamish,1,0,26075,59.666666666666664,63.09999847,0.67,Électricité,Medium,Medium,
NonResidential,Warehouse,1992,greater duwamish,1,0,29394,60.0,34.5,0.89,Électricité,Low,Low,60.0
