BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUIWN(kBtu/sf),GHGEmissionsIntensity,CategorieEnergie,ZipCode,TaxParcelId,LargestPropertyUseType
NonResidential,Small- and Mid-Sized Office,lake union,1906,3,0,87262,,69.80000305,1.81,GazNaturel & Électricité,98070.0,8250,Office
NonResidential,Hotel,northeast,1994,4,0,81871,29.0,82.19999695,2.63,GazNaturel & Électricité,98105.0,9250,Hotel
NonResidential,Self-Storage Facility,northeast,1955,2,0,110356,,12.39999962,0.04,Électricité,98105.0,9250,Self-Storage Facility
Campus,Mixed Use Property,greater duwamish,1992,3,0,494835,8.0,233.1000061,34.09,GazNaturel & Électricité,98108.0,220,Office
NonResidential,Warehouse,greater duwamish,1961,2,0,714095,,45.79999924,0.44,Électricité,98118.0,3230,Non-Refrigerated Warehouse
SPS-District K-12,K-12 School,magnolia / queen anne,1990,2,0,54986,97.0,32.79999924,0.57,Électricité,98199.0,3690,K-12 School
NonResidential,Small- and Mid-Sized Office,ballard,1961,2,0,94900,57.0,68.90000153,1.38,Électricité & GazNaturel,98107.0,4670,Office
NonResidential,Small- and Mid-Sized Office,greater duwamish,1900,2,0,52554,83.0,53.5,1.6,Électricité & GazNaturel,98144.0,5700,Office
NonResidential,K-12 School,northwest,1954,3,0,175015,95.0,45.09999847,1.42,GazNaturel & Électricité,98103.0,6250,K-12 School
NonResidential,Self-Storage Facility,downtown,1911,3,0,70586,,33.09999847,0.64,Électricité & GazNaturel,98121.0,6530,Self-Storage Facility
NonResidential,Hotel,downtown,1969,24,205970,126240,67.0,46.40000153,0.89,Électricité,98101.0,19757,Hotel
NonResidential,Large Office,downtown,1973,5,0,168115,78.0,56.29999924,0.4,Électricité,98101.0,19757,Office
NonResidential,Other,downtown,1920,2,0,57428,,21.60000038,0.58,Électricité & GazNaturel,98101.0,19757,Other - Mall
NonResidential,Small- and Mid-Sized Office,downtown,1910,8,0,59400,14.0,88.30000305,0.6,Électricité,98101.0,19757,Office
NonResidential,Mixed Use Property,downtown,1926,2,0,52549,,299.0,11.12,GazNaturel & Électricité,98101.0,19757,Other - Entertainment/Public Assembly
NonResidential,Hotel,downtown,1930,20,10043,88591,71.0,57.29999924,0.6,Électricité,98101.0,19767,Hotel
NonResidential,Hotel,downtown,1982,34,146694,847518,63.0,82.80000305,2.47,Mixte,98101.0,19767,Hotel
NonResidential,Hotel,downtown,1985,7,0,71150,98.0,93.09999847,1.89,Électricité & GazNaturel,98101.0,19772,Hotel
NonResidential,Hotel,downtown,1908,7,0,122810,99.0,49.59999847,1.85,GazNaturel,98101.0,19772,Hotel
NonResidential,Hotel,lake union,1959,5,42546,70627,86.0,76.90000153,1.28,Électricité & GazNaturel,98109.0,19912,Hotel
NonResidential,Hotel,lake union,2000,7,34735,115718,84.0,61.79999924,1.33,Électricité & GazNaturel,98109.0,19912,Hotel
NonResidential,Hotel,lake union,1997,6,28200,88100,80.0,67.09999847,1.4,Électricité & GazNaturel,98109.0,19912,Hotel
NonResidential,Hotel,magnolia / queen anne,1998,6,36744,118858,81.0,44.0,0.98,Électricité & GazNaturel,98119.0,19922,Hotel
NonResidential,K-12 School,east,1911,3,0,56072,76.0,67.80000305,2.61,GazNaturel,98136.0,21250,K-12 School
NonResidential,Hotel,magnolia / queen anne,1999,4,44891,78051,94.0,69.0,1.4,GazNaturel & Électricité,98109.0,22490,Hotel
NonResidential,Small- and Mid-Sized Office,central,1962,2,0,54984,71.0,66.0,1.6,Électricité & GazNaturel,98122.0,22545,Office
NonResidential,Senior Care Community,southwest,1922,5,0,217603,54.0,153.6999969,7.94,GazNaturel,98126.0,23240,Senior Care Community
NonResidential,Senior Care Community,northwest,1970,2,0,93397,1.0,181.6000061,6.52,GazNaturel & Électricité,98133.0,24260,Senior Care Community
NonResidential,Hotel,lake union,2008,6,20732,63371,74.0,59.79999924,0.8,Électricité,98109.0,24674,Hotel
NonResidential,Medical Office,east,1965,3,0,179014,48.0,92.30000305,2.41,Électricité & GazNaturel,98122.0,19782,Medical Office
NonResidential,Hotel,east,1908,7,0,76631,71.0,94.59999847,3.43,GazNaturel & Électricité,98104.0,19792,Hotel
NonResidential,Mixed Use Property,east,1983,6,9341,90439,,207.3000031,4.83,Électricité & Vapeur,98104.0,19792,Medical Office
NonResidential,Retail Store,lake union,1929,2,0,58320,96.0,17.20000076,0.67,GazNaturel & Électricité,98109.0,19832,Retail Store
NonResidential,Large Office,lake union,2010,5,0,316306,96.0,48.40000153,0.44,Électricité,98109.0,19832,Office
NonResidential,Hotel,lake union,1990,7,44766,238097,37.0,85.59999847,1.86,Électricité & GazNaturel,98109.0,19842,Hotel
Nonresidential COS,Other,magnolia / queen anne,1962,1,0,389000,,64.5,1.56,Électricité & Vapeur,98109.0,19852,Other
Nonresidential COS,Other,magnolia / queen anne,1962,1,0,91213,,125.9000015,3.77,Vapeur & Électricité,98109.0,19852,Other
Nonresidential COS,Other,magnolia / queen anne,1938,5,0,396085,,76.30000305,2.03,Vapeur & Électricité,98109.0,19852,Other
NonResidential,Large Office,lake union,2010,12,0,571329,91.0,64.19999695,1.08,Électricité,98109.0,19862,Office
Nonresidential COS,Other,magnolia / queen anne,1962,2,0,52000,,51.59999847,1.96,Électricité & Vapeur,98109.0,19882,Other
Nonresidential COS,Other,magnolia / queen anne,1928,1,0,60696,,8.100000381,0.1,Électricité,98109.0,19882,Other
Nonresidential COS,Other,magnolia / queen anne,1928,2,0,262048,,70.30000305,1.87,Électricité,98109.0,19882,Other
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1986,2,2352,63888,,75.40000153,0.44,Électricité,98109.0,19882,Office
NonResidential,Large Office,magnolia / queen anne,2010,6,303707,616891,93.0,51.79999924,0.73,Électricité,98109.0,19882,Office
NonResidential,Small- and Mid-Sized Office,magnolia / queen anne,1970,4,25930,50283,68.0,71.59999847,0.64,Électricité,98033.0,19892,Office
NonResidential,Hotel,magnolia / queen anne,2002,6,36934,59976,56.0,87.90000153,1.57,Électricité & GazNaturel,98109.0,19892,Hotel
NonResidential,Hotel,northeast,1962,4,0,50017,53.0,110.5,3.82,GazNaturel & Électricité,98105.0,11420,Hotel
NonResidential,K-12 School,east,1923,3,0,67743,34.0,44.79999924,1.16,Électricité & GazNaturel,98112.0,13368,K-12 School
NonResidential,K-12 School,east,1908,6,0,194104,100.0,37.09999847,1.25,GazNaturel & Électricité,98112.0,13388,K-12 School
NonResidential,Small- and Mid-Sized Office,southeast,2003,3,35752,63681,63.0,78.19999695,0.34,Électricité,98144.0,14983,Office
NonResidential,Other,northeast,1941,4,0,56521,,129.8999939,0.78,Électricité,98115.0,17975,Other
NonResidential,Other,northeast,1929,2,0,206934,,36.79999924,0.65,GazNaturel & Électricité,98115.0,17975,Other
NonResidential,Hotel,northwest,2001,4,0,51390,89.0,70.40000153,2.48,GazNaturel & Électricité,98133.0,19260,Hotel
SPS-District K-12,K-12 School,northwest,1959,1,0,245587,92.0,52.40000153,1.81,GazNaturel & Électricité,98133.0,19260,K-12 School
NonResidential,Hotel,northwest,2002,3,0,69138,78.0,47.09999847,1.29,Électricité & GazNaturel,98133.0,19260,Hotel
NonResidential,Hotel,downtown,1904,5,0,190980,98.0,34.09999847,0.75,Électricité & GazNaturel,98104.0,19746,Hotel
Nonresidential COS,Other,downtown,1998,6,0,284100,,78.40000153,1.51,Électricité & Vapeur,98111.0,19747,Other - Entertainment/Public Assembly
NonResidential,Hospital,ballard,1954,5,0,285333,14.0,157.3000031,6.98,Électricité & GazNaturel,98107.0,27677,Hospital (General Medical & Surgical)
Nonresidential COS,Other,downtown,2006,4,0,61156,,132.6999969,2.89,Électricité,98104.0,52478,Other
NonResidential,Other,downtown,1910,4,13820,59000,,36.09999847,0.64,Électricité & GazNaturel,98104.0,52478,Museum
NonResidential,Hotel,magnolia / queen anne,1996,4,14200,148022,76.0,70.5,1.41,Électricité & GazNaturel,98109.0,54583,Hotel
NonResidential,University,east,1915,3,0,63330,,50.70000076,1.17,Électricité & GazNaturel,98122.0,60030,College/University
Campus,University,delridge,1970,2,0,441071,,85.19999695,1.96,Électricité & GazNaturel,98106.0,61719,College/University
NonResidential,Small- and Mid-Sized Office,northeast,2002,2,0,96300,,167.3999939,2.31,Électricité,98115.0,64181,Office
Nonresidential COS,Other,greater duwamish,1950,1,0,67356,,118.3000031,3.03,Électricité & GazNaturel,98134.0,68347,"Repair Services (Vehicle, Shoe, Locksmith, etc)"
NonResidential,Small- and Mid-Sized Office,greater duwamish,1958,1,0,54765,,88.69999695,1.12,Électricité,98118.0,73786,Office
NonResidential,Other,greater duwamish,2009,5,0,89821,,25.0,1.12,GazNaturel,98118.0,73786,Other - Lodging/Residential
NonResidential,University,magnolia / queen anne,1980,2,0,52611,,83.40000153,1.98,Électricité & GazNaturel,98119.0,74430,College/University
NonResidential,Residence Hall,magnolia / queen anne,2001,4,37500,102100,89.0,35.40000153,0.93,Électricité & GazNaturel,98119.0,74430,Residence Hall/Dormitory
SPS-District K-12,K-12 School,north,2011,2,0,236758,96.0,38.90000153,0.94,Électricité & GazNaturel,98125.0,28260,K-12 School
NonResidential,Other,central,1971,6,0,250981,,65.69999695,1.68,Électricité & Vapeur,98122.0,29087,Other
NonResidential,Other,downtown,2004,11,68432,230638,,264.0,6.87,GazNaturel & Électricité,98101.0,6600,Other
NonResidential,Small- and Mid-Sized Office,greater duwamish,2007,3,0,64015,21.0,62.5,0.77,Électricité,98108.0,29240,Office
NonResidential,Retail Store,north,1951,1,0,530039,98.0,54.29999924,1.36,Électricité & GazNaturel,98125.0,29260,Retail Store
NonResidential,Other,north,1964,3,0,54224,,163.1000061,4.27,GazNaturel & Électricité,98125.0,29260,Other/Specialty Hospital
NonResidential,Retail Store,north,1965,4,0,124342,76.0,71.59999847,0.53,Électricité,98125.0,29260,Retail Store
NonResidential,Hospital,northeast,1953,10,0,879000,10.0,293.2000122,9.27,GazNaturel & Électricité,98105.0,29828,Hospital (General Medical & Surgical)
NonResidential,Other,northwest,1996,3,0,55442,72.0,88.90000153,1.51,Électricité & GazNaturel,98133.0,30260,Financial Office
NonResidential,Self-Storage Facility,east,1910,5,0,84870,,18.89999962,0.6,GazNaturel & Électricité,98122.0,32250,Self-Storage Facility
Campus,University,northwest,1970,2,111625,582447,,56.09999847,0.52,Électricité,98103.0,32260,College/University
NonResidential,Warehouse,greater duwamish,1904,4,0,114297,61.0,21.10000038,0.61,GazNaturel & Électricité,98108.0,34668,Non-Refrigerated Warehouse
NonResidential,Warehouse,greater duwamish,1937,1,0,234144,87.0,33.59999847,1.27,GazNaturel,98134.0,35737,Non-Refrigerated Warehouse
NonResidential,Retail Store,delridge,1966,1,0,64984,72.0,46.09999847,0.55,Électricité,98126.0,36240,Retail Store
NonResidential,Retail Store,delridge,1965,1,0,67745,37.0,141.5,5.45,GazNaturel,98126.0,36240,Retail Store
SPS-District K-12,K-12 School,delridge,2010,2,0,367884,97.0,36.09999847,0.74,Électricité & GazNaturel,98126.0,36240,K-12 School
NonResidential,Other,ballard,1973,3,0,56000,,37.29999924,1.06,GazNaturel & Électricité,98117.0,36939,Other
NonResidential,Self-Storage Facility,southwest,1969,2,0,52088,,30.29999924,0.94,GazNaturel & Électricité,98126.0,38749,Self-Storage Facility
NonResidential,Hotel,lake union,1998,5,30000,93920,79.0,78.09999847,2.5,GazNaturel & Électricité,98109.0,40888,Hotel
Nonresidential COS,Other,lake union,1900,1,0,50000,,184.6999969,4.51,Électricité & GazNaturel,98109.0,40888,Museum
Nonresidential COS,Warehouse,magnolia / queen anne,1926,2,0,50292,,8.0,0.06,Électricité,98109.0,40888,Non-Refrigerated Warehouse
NonResidential,Hotel,magnolia / queen anne,1998,7,54341,153315,76.0,83.0,1.63,GazNaturel & Électricité,98109.0,40888,Hotel
Nonresidential COS,Small- and Mid-Sized Office,northwest,1957,2,0,91130,,106.0999985,1.93,Électricité,98103.0,43107,Office
NonResidential,Hotel,northwest,1968,4,0,64893,70.0,95.69999695,3.21,GazNaturel & Électricité,98133.0,44684,Hotel
NonResidential,Small- and Mid-Sized Office,downtown,1900,3,0,44558,78.0,38.59999847,0.63,Électricité,98104.0,52478,Office
NonResidential,Other,greater duwamish,1999,6,327680,1258280,,39.20000076,0.56,Électricité,98134.0,76662,Other - Entertainment/Public Assembly
Nonresidential COS,Distribution Center,greater duwamish,1924,2,0,179161,,56.29999924,0.54,Électricité,98134.0,76662,Distribution Center
Nonresidential COS,Warehouse,greater duwamish,1965,2,0,58640,,61.5,0.47,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Other,greater duwamish,1999,3,0,1172127,,49.0,1.06,Électricité & GazNaturel,98134.0,76662,Other - Entertainment/Public Assembly
NonResidential,Hotel,greater duwamish,2005,9,14567,153882,64.0,89.19999695,2.31,GazNaturel & Électricité,98134.0,76662,Hotel
NonResidential,Warehouse,greater duwamish,1916,4,0,79600,34.0,30.29999924,0.21,Électricité,98134.0,76667,Non-Refrigerated Warehouse
Campus,Large Office,greater duwamish,1980,2,31874,302494,,161.8999939,2.24,Électricité,98108.0,78836,Office
NonResidential,Other,north,2008,6,335109,84739,,109.0,0.39,Électricité,98125.0,86328,Parking
NonResidential,Mixed Use Property,magnolia / queen anne,2002,4,0,110785,,98.09999847,0.84,Électricité,98119.0,86814,Multifamily Housing
NonResidential,Hotel,downtown,1999,0,0,934292,,120.5,1.75,Électricité & GazNaturel,98101.0,67921,Hotel
NonResidential,Hospital,central,1990,5,0,597519,34.0,244.8000031,8.21,GazNaturel & Électricité,98122.0,79426,Hospital (General Medical & Surgical)
NonResidential,Warehouse,lake union,1991,3,8161,67236,91.0,8.5,0.13,Électricité,98103.0,80337,Non-Refrigerated Warehouse
NonResidential,Hospital,east,2000,8,0,1158691,29.0,219.6999969,9.26,Électricité & Vapeur,98104.0,85909,Hospital (General Medical & Surgical)
NonResidential,Senior Care Community,downtown,1999,5,12611,90185,,100.0,1.89,Électricité,98104.0,85929,Senior Care Community
NonResidential,K-12 School,northeast,1928,2,0,55653,98.0,28.79999924,1.31,GazNaturel,98105.0,88164,K-12 School
NonResidential,Hotel,northeast,1931,16,0,106860,49.0,118.0999985,4.39,GazNaturel,98105.0,88174,Hotel
NonResidential,Small- and Mid-Sized Office,north,1972,5,0,50759,62.0,65.40000153,0.97,Électricité,98125.0,88229,Office
NonResidential,Worship Facility,northeast,1952,2,0,56772,46.0,48.70000076,1.49,GazNaturel & Électricité,98105.0,88239,Worship Facility
NonResidential,Worship Facility,northeast,1952,3,0,103000,42.0,52.29999924,1.46,GazNaturel & Électricité,98105.0,88239,Worship Facility
NonResidential,Other,downtown,1914,7,0,128766,,47.0,0.44,Électricité,98101.0,21412,Other - Entertainment/Public Assembly
NonResidential,Residence Hall,downtown,1913,9,0,107572,76.0,57.79999924,2.37,Vapeur & Électricité,98101.0,23019,Residence Hall/Dormitory
NonResidential,Other,downtown,1955,15,0,230880,,303.7999878,1.88,Électricité,98101.0,23027,Other
NonResidential,Other,magnolia / queen anne,1973,1,0,76086,,46.0,1.33,GazNaturel & Électricité,98119.0,76662,Other
NonResidential,Medical Office,magnolia / queen anne,1927,5,39000,151000,1.0,183.5,3.48,Électricité & GazNaturel,98119.0,76662,Medical Office
NonResidential,Hotel,downtown,1961,4,0,122309,8.0,213.6000061,8.67,GazNaturel,98121.0,76662,Hotel
Campus,Other,downtown,1995,3,0,215476,,113.3000031,2.97,Électricité & GazNaturel,98125.0,76662,Other
NonResidential,Hotel,downtown,2003,8,38800,215473,29.0,96.90000153,3.07,Électricité & GazNaturel,98121.0,76662,Hotel
Nonresidential COS,Other,downtown,1980,2,0,69400,,219.5,4.35,Électricité,98101.0,76662,Other - Entertainment/Public Assembly
NonResidential,Mixed Use Property,downtown,1900,1,0,62900,,165.6999969,6.0,GazNaturel & Électricité,98104.0,76662,Restaurant
NonResidential,Small- and Mid-Sized Office,downtown,1914,4,0,56500,98.0,37.5,0.78,Électricité & Vapeur,98104.0,76662,Office
NonResidential,Warehouse,greater duwamish,2008,4,0,203504,72.0,19.39999962,0.13,Électricité,98134.0,76662,Non-Refrigerated Warehouse
NonResidential,Large Office,downtown,1968,3,26731,74003,20.0,98.19999695,0.68,Électricité,98121.0,6560,Office
NonResidential,Small- and Mid-Sized Office,downtown,1981,4,18504,59158,57.0,83.19999695,0.88,Électricité,98121.0,6560,Office
NonResidential,Large Office,downtown,1978,12,21790,212210,39.0,90.09999847,0.64,Électricité,98121.0,6560,Office
NonResidential,Large Office,downtown,1989,25,0,369996,74.0,64.5,0.47,Électricité,98101.0,93015,Office
NonResidential,Retail Store,downtown,1925,10,0,693450,93.0,57.70000076,0.57,Électricité,98101.0,6590,Retail Store
NonResidential,Large Office,downtown,1976,33,0,791396,89.0,62.40000153,0.4,Électricité,98191.0,6590,Office
NonResidential,Large Office,downtown,2000,23,205076,542671,90.0,57.40000153,0.48,Électricité,98101.0,6590,Office
NonResidential,Small- and Mid-Sized Office,downtown,1926,10,7757,55652,90.0,74.40000153,2.69,Vapeur & Électricité,98101.0,6590,Office
NonResidential,Large Office,downtown,1930,17,30000,174790,91.0,46.5,0.49,Électricité,98101.0,6590,Office
NonResidential,Small- and Mid-Sized Office,downtown,1916,5,0,73399,61.0,64.90000153,0.36,Électricité,98101.0,6590,Office
NonResidential,Large Office,downtown,1969,20,32334,233517,90.0,69.5,2.12,Électricité & Vapeur,98101.0,6590,Office
NonResidential,Large Office,downtown,2009,25,228668,529375,95.0,46.40000153,0.3,Électricité,98121.0,6590,Office
NonResidential,Large Office,downtown,1968,12,0,206000,91.0,56.40000153,1.08,Électricité,98121.0,6600,Office
NonResidential,Large Office,downtown,2009,36,154972,669915,97.0,52.90000153,0.33,Électricité,98101.0,6600,Office
NonResidential,Large Office,downtown,1990,16,141600,339240,94.0,54.40000153,0.27,Électricité,98101.0,6600,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,7,0,89550,85.0,50.59999847,0.58,Électricité,98104.0,9390,Office
NonResidential,Small- and Mid-Sized Office,downtown,1900,6,0,89355,66.0,46.90000153,0.36,Électricité,98104.0,9390,Office
NonResidential,Large Office,downtown,1922,15,0,388934,89.0,48.79999924,0.55,Électricité,98104.0,9390,Office
NonResidential,Large Office,downtown,1929,22,0,384302,98.0,29.60000038,0.18,Électricité,98104.0,9390,Office
NonResidential,Large Office,downtown,1958,17,84600,293925,69.0,0.0,2.48,Électricité & Vapeur,98104.0,9390,Office
NonResidential,Large Office,downtown,1983,47,0,1323055,94.0,42.59999847,0.24,Électricité,98104.0,9390,Office
